player_id,player_url,short_name,long_name,age,nationality_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_short_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_reactions,power_shot_power,power_stamina,power_strength,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,preferred_foot,weak_foot,skill_moves,work_rate,player_traits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,image_url,rarity,required_xp,price
251517,/player/251517/josko-gvardiol/240002,J. Gvardiol,Joško Gvardiol,21,Croatia,"CB, LB",82,78,54,69,74,82,83,42,76,76,80,76,79,76,79,83,58,65,75,81,84,84,5,8,6,9,11,,Left,4,3,High/High,"Block +, Power Header, Incisive Pass, Long Ball Pass, Jockey",67+3,67+3,67+3,68,69,69,69,68,69+3,69+3,69+3,71+3,73+3,73+3,73+3,71+3,77+3,79+3,79+3,79+3,77+3,79+3,82+3,82+3,82+3,79+3,16+3,./game/josko-gvardiol.png,Uncommon,250,5000
229237,/player/229237/manuel-akanji/240002,M. Akanji,Manuel Obafemi Akanji,27,Switzerland,CB,82,77,48,70,72,83,78,38,82,75,75,79,82,75,71,80,37,65,78,83,85,82,10,9,13,6,9,,Right,4,2,Medium/Medium,Slide Tackle,63+2,63+2,63+2,65,65,65,65,65,67+2,67+2,67+2,68+2,72+2,72+2,72+2,68+2,77+2,80+2,80+2,80+2,77+2,78+2,82+1,82+1,82+1,78+2,17+2,./game/manuel-akanji.png,Uncommon,250,7000
207410,/player/207410/mateo-kovacic/240002,M. Kovačić,Mateo Kovačić,29,Croatia,"CM, CDM",82,69,69,82,87,71,70,61,89,88,76,64,83,78,75,65,73,82,84,73,75,68,9,5,6,7,7,,Right,4,4,High/High,"Incisive Pass +, Pinged Pass, Flair, Press Proven",72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3,./game/mateo-kovacic.png,Uncommon,250,7000
208920,/player/208920/nathan-ake/240002,N. Aké,Nathan Aké,28,Netherlands,"CB, LB",81,75,53,72,74,82,77,48,81,78,78,72,81,64,71,78,51,66,78,83,84,82,10,7,7,16,10,,Left,3,2,Medium/High,,66+3,66+3,66+3,69,68,68,68,69,70+3,70+3,70+3,71+3,73+3,73+3,73+3,71+3,77+3,79+3,79+3,79+3,77+3,78+3,81+1,81+1,81+1,78+3,18+3,./game/nathan-ake.png,Uncommon,250,7000
246191,/player/246191/julian-alvarez/240002,J. Álvarez,Julián Álvarez,23,Argentina,"ST, CF, CAM",80,79,81,76,83,55,76,82,76,84,81,77,80,84,79,70,82,78,82,60,53,46,6,10,8,15,6,,Right,4,4,High/High,"Flair, Press Proven",80+2,80+2,80+2,80,81,81,81,80,80+2,80+2,80+2,80+2,76+2,76+2,76+2,80+2,68+2,67+2,67+2,67+2,68+2,65+2,63+2,63+2,63+2,65+2,17+2,./game/julian-alvarez.png,Uncommon,150,6000
253124,/player/253124/matheus-luiz-nunes/240002,Matheus Nunes,Matheus Luiz Nunes,24,Portugal,"CM, LM",79,83,71,74,81,73,77,71,80,82,79,86,81,77,83,74,79,77,80,75,75,74,13,10,12,12,13,,Right,3,3,High/Medium,Press Proven,75+2,75+2,75+2,78,79,79,79,78,79+2,79+2,79+2,78+2,79+2,79+2,79+2,78+2,77+2,78+2,78+2,78+2,77+2,76+2,74+2,74+2,74+2,76+2,20+2,./game/matheus-luiz-nunes.png,Common,150,4000
224081,/player/224081/kalvin-phillips/230002,K. Phillips,Kalvin Phillips,26,England,"CDM, CM",81,66,65,77,76,79,82,62,82,80,69,64,77,75,85,78,66,75,79,80,82,80,8,8,8,12,14,,Right,3,3,Medium/High,"Dives Into Tackles (AI), Long Passer (AI), Team Player",70+2,70+2,70+2,72,72,72,72,72,74+2,74+2,74+2,74+2,78+2,78+2,78+2,74+2,78+2,80+2,80+2,80+2,78+2,77+2,79+2,79+2,79+2,77+2,18+2,./game/kalvin-phillips.png,Uncommon,200,9000
200159,/player/200159/stefan-ortega/230002,S. Ortega,Stefan Ortega Moreno,29,Germany,GK,80,,,,,,,15,40,38,51,53,80,65,33,73,10,66,59,29,12,15,76,74,86,80,85,52,Right,4,1,Medium/Medium,"Rushes Out Of Goal, Saves with Feet",35+2,35+2,35+2,34,37,37,37,34,39+2,39+2,39+2,37+2,41+2,41+2,41+2,37+2,33+2,38+2,38+2,38+2,33+2,32+2,33+2,33+2,33+2,32+2,79+1,./game/stefan-ortega.png,Uncommon,250,9000
246420,/player/246420/jeremy-doku/240002,J. Doku,Jérémy Doku,21,Belgium,"RM, RW",77,91,67,68,82,25,65,70,73,77,94,89,74,74,63,68,72,71,72,22,28,25,11,10,8,9,12,,Right,3,4,Medium/Medium,"Rapid, Flair, Trickster, Quick Step",71+3,71+3,71+3,77,75,75,75,77,75+3,75+3,75+3,76+3,66+3,66+3,66+3,76+3,55+3,51+3,51+3,51+3,55+3,50+3,42+3,42+3,42+3,50+3,17+3,./game/jeremy-doku.png,Common,150,4000
234777,https://sofifa.com/player/234777/zack-steffen/220002,Z. Steffen,Zack Steffen,26,United States,GK,77,,,,,,,9,52,31,54,52,72,56,39,69,9,58,56,13,12,12,78,73,74,72,83,53,Right,3,1,Medium/Medium,"Rushes Out Of Goal, Saves with Feet",31+2,31+2,31+2,32,34,34,34,32,38+2,38+2,38+2,35+2,39+2,39+2,39+2,35+2,30+2,35+2,35+2,35+2,30+2,29+2,29+2,29+2,29+2,29+2,76+2,./game/zack-steffen.png,Common,100,2000
241811,/player/241811/sergio-gomez-martin/240002,Sergio Gómez,Sergio Gómez Martín,22,Spain,LB,74,69,70,75,77,69,65,67,74,75,76,63,73,72,75,58,72,76,73,70,72,70,11,7,9,11,10,,Left,3,4,High/Medium,Flair,68+2,68+2,68+2,74,72,72,72,74,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,73+2,72+2,72+2,72+2,73+2,72+2,67+2,67+2,67+2,72+2,17+2,./game/sergio-gomez-martin.png,Basic,50,1000
271574,/player/271574/rico-lewis/240002,R. Lewis,Rico Lewis,18,England,"RB, CDM",73,74,43,67,72,70,59,44,76,74,73,75,74,46,69,51,55,62,68,71,73,70,11,8,11,12,13,,Right,3,3,High/Medium,Block,58+2,58+2,58+2,66,64,64,64,66,66+2,66+2,66+2,68+2,67+2,67+2,67+2,68+2,71+2,70+2,70+2,70+2,71+2,71+2,68+2,68+2,68+2,71+2,18+2,./game/rico-lewis.png,Basic,50,1000
253715,/player/253715/dario-sarmiento/240002,D. Sarmiento,Darío Ariel Sarmiento,20,Argentina,"RW, LW",67,77,62,61,74,39,42,63,62,69,82,73,55,69,52,35,60,62,65,45,30,35,7,12,7,9,10,,Left,3,3,High/Medium,Rapid,62+2,62+2,62+2,67,65,65,65,67,65+2,65+2,65+2,66+2,59+2,59+2,59+2,66+2,54+2,49+2,49+2,49+2,54+2,51+2,43+2,43+2,43+2,51+2,14+2,./game/dario-sarmiento.png,Basic,100,2000
262981,/player/262981/lewis-fiorini/240002,L. Fiorini,Lewis Fiorini,21,Scotland,CM,65,68,60,61,68,56,61,57,66,66,71,66,63,60,75,55,62,66,65,53,58,54,9,8,15,12,10,,Right,3,3,High/Medium,Long Ball Pass,61+2,61+2,61+2,64,64,64,64,64,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,62+2,62+2,62+2,62+2,62+2,60+2,57+2,57+2,57+2,60+2,16+2,./game/lewis-fiorini.png,Basic,100,0
157804,https://sofifa.com/player/157804/scott-carson/200002,S. Carson,Scott Carson,33,England,GK,72,,,,,,,19,25,20,33,37,71,52,28,70,11,44,38,10,15,20,71,70,69,72,70,35,Right,3,1,Medium/Medium,Solid Player,30+2,30+2,30+2,26,28,28,28,26,28+2,28+2,28+2,26+2,27+2,27+2,27+2,26+2,25+2,26+2,26+2,26+2,25+2,25+2,27+2,27+2,27+2,25+2,71+1,./game/scott-carson.png,Basic,50,2000
277295,/player/277295/oscar-bobb/240002,O. Bobb,Oscar Bobb,19,Norway,RW,64,80,59,59,68,31,40,60,63,66,84,76,55,61,50,36,56,58,61,26,34,31,11,12,9,15,8,,Left,3,4,Medium/Medium,"Pinged Pass, Technical, Flair",60+2,60+2,60+2,64,63,63,63,64,63+2,63+2,63+2,63+2,55+2,55+2,55+2,63+2,50+2,44+2,44+2,44+2,50+2,47+2,38+2,38+2,38+2,47+2,16+2,./game/oscar-bobb.png,Basic,100,1000
261621,/player/261621/luke-mbete/240002,L. Mbete,Luke Mbete-Tatu,19,England,CB,62,70,32,48,58,59,71,27,62,60,67,73,58,49,67,73,30,38,57,59,60,55,6,14,10,9,7,,Left,3,2,Medium/High,Long Throw,48+2,48+2,48+2,50,49,49,49,50,50+2,50+2,50+2,53+2,53+2,53+2,53+2,53+2,58+2,60+2,60+2,60+2,58+2,59+2,62+2,62+2,62+2,59+2,14+2,./game/luke-mbete.png,Basic,100,1000
277427,/player/277427/nico-oreilly/240002,N. O'Reilly,Nico O'Reilly,18,England,"CAM, CM",61,69,56,58,65,45,59,55,60,67,64,73,55,59,48,67,57,58,60,46,46,41,7,13,8,7,12,,Left,2,3,Medium/Medium,"Flair, Acrobatic",59+2,59+2,59+2,61,61,61,61,61,61+2,61+2,61+2,61+2,58+2,58+2,58+2,61+2,53+2,53+2,53+2,53+2,53+2,52+2,51+2,51+2,51+2,52+2,15+2,./game/nico-oreilly.png,Basic,100,1000
263955,/player/263955/ben-knight/240002,B. Knight,Ben Knight,21,England,RW,60,67,57,52,68,28,38,59,53,65,72,62,43,64,41,36,54,58,52,22,29,30,12,9,6,10,11,,Left,3,3,Medium/Medium,Technical,56+2,56+2,56+2,60,59,59,59,60,59+2,59+2,59+2,58+2,51+2,51+2,51+2,58+2,45+2,40+2,40+2,40+2,45+2,42+2,35+2,35+2,35+2,42+2,14+2,./game/ben-knight.png,Basic,100,1000
210514,/player/210514/joao-pedro-cavaco-cancelo/230002,João Cancelo,João Pedro Cavaco Cancelo,28,Portugal,"LB, RB",88,85,73,85,85,81,73,69,88,87,86,84,85,80,91,62,81,85,86,81,84,80,6,9,15,14,14,,Right,4,4,High/Medium,"Early Crosser, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",78+3,78+3,78+3,84,83,83,83,84,84+3,84+3,84+3,85+3,84+3,84+3,84+3,85+3,85+3,83+3,83+3,83+3,85+3,84+3,79+3,79+3,79+3,84+3,19+3,./game/joao-pedro-cavaco-cancelo.png,Epic,450,21000
212218,https://sofifa.com/player/212218/aymeric-laporte/210002,A. Laporte,Aymeric Laporte,26,France,CB,87,63,50,72,68,88,81,45,82,78,60,65,87,68,72,85,54,65,85,89,89,88,10,11,5,14,5,,Left,3,2,Medium/Medium,Long Passer (AI),66+2,66+2,66+2,65,66,66,66,65,68+2,68+2,68+2,68+2,74+2,74+2,74+2,68+2,78+2,83+2,83+2,83+2,78+2,80+2,86+2,86+2,86+2,80+2,18+2,./game/aymeric-laporte.png,Epic,400,20000
204485,/player/204485/riyad-mahrez/230002,R. Mahrez,Riyad Mahrez,31,Algeria,"RW, RM",86,80,83,81,90,38,60,84,83,90,84,77,83,84,75,57,83,83,83,45,31,22,15,9,13,11,6,,Left,4,5,Medium/Medium,"Finesse Shot, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",80+3,80+3,80+3,85,85,85,85,85,85+1,85+1,85+1,84+2,78+3,78+3,78+3,84+2,64+3,61+3,61+3,61+3,64+3,59+3,49+3,49+3,49+3,59+3,18+3,./game/riyad-mahrez.png,Rare,350,15000
186942,/player/186942/ilkay-gundogan/230002,İ. Gündoğan,İlkay Gündoğan,31,Germany,"CM, CDM",85,64,80,85,85,72,72,81,88,90,66,63,86,79,74,73,83,86,87,76,75,67,11,14,5,5,13,,Right,4,4,High/Medium,"Injury Prone, Leadership, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",78+3,78+3,78+3,82,82,82,82,82,84+1,84+1,84+1,82+3,84+1,84+1,84+1,82+3,77+3,80+3,80+3,80+3,77+3,75+3,72+3,72+3,72+3,75+3,19+3,./game/ilkay-gundogan.png,Rare,350,11000
257534,/player/257534/cole-palmer/230002,C. Palmer,Cole Palmer,20,England,"RW, CAM, CF",67,76,65,62,70,45,57,69,64,69,74,77,58,69,63,57,59,63,65,48,47,46,7,6,10,14,14,,Left,3,4,Medium/Medium,Technical Dribbler (AI),63+2,63+2,63+2,67,66,66,66,67,66+2,66+2,66+2,66+2,62+2,62+2,62+2,66+2,57+2,55+2,55+2,55+2,57+2,55+2,50+2,50+2,50+2,55+2,15+2,./game/cole-palmer.png,Basic,50,2000
260247,/player/260247/morgan-rogers/230002,M. Rogers,Morgan Elliot Rogers,19,England,"LW, RW",66,75,65,60,66,40,65,65,64,65,69,79,59,70,67,74,62,64,60,40,42,39,7,8,13,11,14,,Right,4,3,High/Medium,"Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",64+2,64+2,64+2,66,65,65,65,66,64+2,64+2,64+2,65+2,60+2,60+2,60+2,65+2,55+2,52+2,52+2,52+2,55+2,53+2,48+2,48+2,48+2,53+2,16+2,./game/morgan-rogers.png,Basic,50,1000
259677,/player/259677/alex-robertson/230002,A. Robertson,Alexander Robertson,19,England,CM,58,67,47,57,61,50,50,36,67,62,69,66,60,64,53,42,63,49,51,50,49,57,12,8,14,5,5,,Right,3,2,Medium/Medium,,56+2,56+2,56+2,57,58,58,58,57,59+2,59+2,59+2,59+2,58+2,58+2,58+2,59+2,55+2,56+2,56+2,56+2,55+2,55+2,53+2,53+2,53+2,55+2,14+2,./game/alex-robertson.png,Basic,50,1000
264681,/player/264681/joshua-wilson-esbrand/230002,J. Wilson-Esbrand,Joshua Wilson-Esbrand,19,England,LB,58,75,32,45,59,54,54,28,46,50,77,73,55,34,56,51,53,43,44,50,59,58,5,15,12,5,8,,Left,3,2,High/Medium,,47+2,47+2,47+2,53,50,50,50,53,50+2,50+2,50+2,54+2,48+2,48+2,48+2,54+2,56+2,51+2,51+2,51+2,56+2,56+2,54+2,54+2,54+2,56+2,14+2,./game/joshua-wilson-esbrand.png,Basic,100,0
202652,https://sofifa.com/player/202652/raheem-sterling/220002,R. Sterling,Raheem Sterling,26,England,"LW, RW",88,91,82,79,87,45,66,85,83,86,95,88,90,78,79,64,91,82,78,47,53,47,15,12,12,15,9,,Right,3,4,High/Medium,"Flair, Speed Dribbler (AI)",81+3,81+3,81+3,87,86,86,86,87,86+3,86+3,86+3,85+3,78+3,78+3,78+3,85+3,69+3,64+3,64+3,64+3,69+3,65+3,55+3,55+3,55+3,65+3,21+3,./game/raheem-sterling.png,Epic,400,18000
230666,https://sofifa.com/player/230666/gabriel-fernando-de-jesus/220002,Gabriel Jesus,Gabriel Fernando de Jesus,24,Brazil,ST,83,84,81,72,86,39,73,84,77,86,87,82,86,82,79,69,87,77,79,45,30,28,13,8,6,6,15,,Right,3,4,High/Medium,"Flair, Chip Shot (AI), Technical Dribbler (AI)",83+2,83+2,83+2,82,83,83,83,82,82+2,82+2,82+2,81+2,74+2,74+2,74+2,81+2,62+2,60+2,60+2,60+2,62+2,58+2,54+2,54+2,54+2,58+2,19+2,./game/gabriel-fernando-de-jesus.png,Uncommon,250,5000
135507,https://sofifa.com/player/135507/fernando-luiz-rosa/200002,Fernandinho,Fernando Luiz Rosa,34,Brazil,CDM,87,66,74,79,78,84,79,69,86,82,68,64,89,83,79,76,70,78,81,87,86,80,12,11,5,13,7,,Right,4,3,Medium/High,Long Shot Taker (AI),75+3,75+3,75+3,76,77,77,77,76,78+3,78+3,78+3,77+3,82+3,82+3,82+3,77+3,80+3,85+2,85+2,85+2,80+3,80+3,82+3,82+3,82+3,80+3,19+3,./game/fernando-luiz-rosa.png,Epic,400,17000
241461,https://sofifa.com/player/241461/ferran-torres-garcia/220002,Ferran Torres,Ferran Torres García,21,Spain,"RW, ST",82,82,79,78,82,35,66,81,80,81,87,78,81,79,73,70,84,84,82,35,24,28,12,9,11,15,12,,Right,4,4,High/Medium,Technical Dribbler (AI),80+2,80+2,80+2,82,82,82,82,82,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,61+2,58+2,58+2,58+2,61+2,57+2,49+2,49+2,49+2,57+2,20+2,./game/ferran-torres-garcia.png,Uncommon,250,5000
227813,https://sofifa.com/player/227813/oleksandr-zinchenko/220002,O. Zinchenko,Oleksandr Zinchenko,24,Ukraine,"LB, CDM",80,73,65,80,80,77,69,58,82,82,75,71,78,77,76,63,75,78,80,78,79,76,15,11,13,11,11,,Left,3,3,High/Medium,"Flair, Long Shot Taker (AI)",72+2,72+2,72+2,76,76,76,76,76,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,78+2,78+2,78+2,78+2,78+2,78+2,75+2,75+2,75+2,78+2,19+2,./game/oleksandr-zinchenko.png,Uncommon,250,8000
204884,https://sofifa.com/player/204884/benjamin-mendy/210002,B. Mendy,Benjamin Mendy,25,France,LB,81,80,54,77,77,77,77,39,80,78,75,84,80,79,75,79,73,76,79,77,79,80,7,7,9,15,9,,Left,3,3,High/Low,"Injury Prone, Early Crosser, Speed Dribbler (AI)",69+2,69+2,69+2,74,73,73,73,74,74+2,74+2,74+2,76+2,75+2,75+2,75+2,76+2,80+2,77+2,77+2,77+2,80+2,79+2,77+2,77+2,77+2,79+2,17+2,./game/benjamin-mendy.png,Uncommon,200,5000
262053,https://sofifa.com/player/262053/kayky-da-silva-chagas/220002,Kayky,Kayky da Silva Chagas,18,Brazil,RW,66,82,58,57,72,28,45,64,60,71,83,82,49,62,60,43,61,63,58,24,30,31,14,14,13,14,9,,Left,3,3,Medium/Low,Technical Dribbler (AI),60+2,60+2,60+2,66,64,64,64,66,64+2,64+2,64+2,66+2,57+2,57+2,57+2,66+2,50+2,44+2,44+2,44+2,50+2,47+2,36+2,36+2,36+2,47+2,17+2,./game/kayky-da-silva-chagas.png,Basic,50,0
259031,https://sofifa.com/player/259031/liam-delap/220002,L. Delap,Liam Delap,18,England,ST,64,76,64,47,61,24,66,66,50,62,74,78,56,69,60,70,60,52,53,19,21,15,8,9,10,11,10,,Right,4,2,High/Medium,Chip Shot (AI),64+2,64+2,64+2,60,61,61,61,60,58+2,58+2,58+2,58+2,51+2,51+2,51+2,58+2,42+2,40+2,40+2,40+2,42+2,41+2,39+2,39+2,39+2,41+2,15+2,./game/liam-delap.png,Basic,50,2000
259679,https://sofifa.com/player/259679/jayden-braaf/220002,J. Braaf,Jayden Jezairo Braaf,18,Netherlands,"LW, RW",64,83,60,57,66,40,64,58,58,63,82,84,63,69,69,63,61,56,59,43,37,32,8,11,13,14,12,,Right,4,4,High/Medium,"Speed Dribbler (AI), Technical Dribbler (AI)",62+2,62+2,62+2,64,63,63,63,64,62+2,62+2,62+2,63+2,57+2,57+2,57+2,63+2,55+2,51+2,51+2,51+2,55+2,53+2,48+2,48+2,48+2,53+2,17+2,./game/jayden-braaf.png,Basic,100,0
233051,https://sofifa.com/player/233051/luke-bolton/220002,L. Bolton,Luke Bolton,21,England,"RB, RWB, RM",64,81,51,59,64,59,63,52,63,63,82,80,56,56,60,61,58,58,52,59,63,53,12,6,9,11,6,,Right,3,3,High/Medium,"Flair, Speed Dribbler (AI)",58+2,58+2,58+2,63,61,61,61,63,61+2,61+2,61+2,63+2,59+2,59+2,59+2,63+2,62+2,60+2,60+2,60+2,62+2,62+2,60+2,60+2,60+2,62+2,14+2,./game/luke-bolton.png,Basic,50,1000
263620,https://sofifa.com/player/263620/romeo-lavia/220002,R. Lavia,Roméo Lavia,17,Belgium,CDM,62,58,41,52,59,62,59,36,60,66,56,60,63,55,54,58,40,49,44,60,66,68,7,7,5,11,13,,Right,3,2,Medium/High,,51+2,51+2,51+2,52,53,53,53,52,54+2,54+2,54+2,54+2,56+2,56+2,56+2,54+2,58+2,61+2,61+2,61+2,58+2,60+2,62+2,62+2,62+2,60+2,15+2,./game/romeo-lavia.png,Basic,50,0
263953,https://sofifa.com/player/263953/samuel-edozie/220002,S. Edozie,Samuel Edozie,18,England,LW,62,75,55,55,65,28,47,55,56,65,84,67,51,59,48,50,56,55,57,22,31,36,13,11,10,7,9,,Right,2,3,Medium/Medium,,57+2,57+2,57+2,62,60,60,60,62,59+2,59+2,59+2,61+2,53+2,53+2,53+2,61+2,48+2,43+2,43+2,43+2,48+2,45+2,37+2,37+2,37+2,45+2,15+2,./game/samuel-edozie.png,Basic,50,2000
264349,https://sofifa.com/player/264349/james-mcatee/220002,J. McAtee,James McAtee,18,England,CAM,61,63,59,58,66,40,53,60,63,69,56,68,59,62,42,62,52,55,65,44,42,43,12,6,6,10,11,,Right,3,2,High/Medium,,59+2,59+2,59+2,61,61,61,61,61,61+2,61+2,61+2,60+2,58+2,58+2,58+2,60+2,50+2,50+2,50+2,50+2,50+2,49+2,46+2,46+2,46+2,49+2,15+2,./game/james-mcatee.png,Basic,50,2000
243391,https://sofifa.com/player/243391/iker-pozo-la-rosa/220002,Iker Pozo,Iker Pozo La Rosa,20,Spain,CDM,57,66,44,56,56,51,55,39,62,57,65,66,50,55,55,54,45,59,60,51,54,53,9,10,9,7,13,,Right,3,2,Medium/Medium,,49+2,49+2,49+2,53,53,53,53,53,55+2,55+2,55+2,55+2,56+2,56+2,56+2,55+2,54+2,56+2,56+2,56+2,54+2,54+2,52+2,52+2,52+2,54+2,14+2,./game/iker-pozo-la-rosa.png,Basic,50,1000
